Date,Close,Likes,Retweets,percent,None,D0,D1,D2,D3,D4,average_sum,SP500Close,SoyBeanPrice,CottonPrice
12/29/2016,954,45609,11330,0.038461538,392434.0145,142244.6007,66363.19726,8272.672573,1047.860981,0,0.137488641,2249.26001,10.0895,0.705
12/30/2016,950,207259,64994,0,403890.0414,148850.0605,62023.99148,8158.602086,1084.923596,0,0.138127992,2238.830078,10.025,0.7065
1/3/2017,946.25,572427,144006,0.057142857,406158.24,143025.92,64408.95,7929.75,1075.2,0,0.131461458,2257.830078,9.95,0.7178
1/4/2017,958.25,585129,149930,0.080645161,405001.2113,117917.1706,86412.51851,8549.306664,1071.090637,0,0.132659711,2270.75,10.1525,0.7408
1/5/2017,955.75,421006,105763,0.083333333,416789.9601,116997.1815,89949.51759,8676.983972,1079.89021,0,0.1334269,2269,10.125,0.7378
1/6/2017,946,725071,185275,0.133333333,393215.2861,115509.257,91870.88973,8608.00139,1063.403895,0,0.133261632,2276.97998,9.9475,0.7399
1/9/2017,951,726207,172996,0,408461.644,114358.5091,85813.02442,8225.618202,1088.588673,0,0.133429897,2268.899902,10.0525,0.7299
1/10/2017,956.25,228134,56680,0.131578947,411862.1,113431.63,87725.53,8503.58,1075.2,0,0.133313166,2268.899902,10.1375,0.7319
1/11/2017,953,514637,156971,0,418309.5014,115400.9141,76404.5442,7010.520348,1071.176826,0,0.133765538,2275.320068,10.115,0.7314
1/12/2017,962,547614,130610,0.06122449,425865.81,110012.5792,73327.85591,7482.99291,1106.043662,0,0.134148842,2270.439941,10.4025,0.7234
1/13/2017,956,626433,136100,0,438856.7077,117134.0256,73222.05636,7370.510023,1049.58612,0,0.134390302,2274.639893,10.4625,0.7227
1/17/2017,958.25,786500,182213,0.071428571,425810.73,115012.6,73461.32,7238.2,1075.2,0,0.135109205,2267.889893,10.6925,0.7211
1/18/2017,964.5,568009,103508,0,423626.3166,104740.8079,63987.72697,10662.1492,1094.329647,0,0.133077101,2271.889893,10.75,0.7226
1/19/2017,963.75,769993,148230,0,446892.3963,103579.3132,63046.46937,10542.96901,1096.937606,0,0.132631171,2263.689941,10.7025,0.7269
1/20/2017,967.5,1867501,417567,0.108108108,447348.209,105176.9933,62012.83617,9740.925093,1100.464574,0,0.1326203,2271.310059,10.675,0.7304
1/23/2017,965,177839,26750,0.105263158,435967.405,108048.8258,65034.51219,10427.92567,1080.667694,0,0.13340674,2265.199951,10.5775,0.7463
1/24/2017,965.75,495813,86707,0,443361.88,104927.15,63035.12,10198.71,1075.2,0,0.134084548,2280.070068,10.585,0.7357
1/25/2017,964.75,1112361,240014,0.166666667,454133.3646,127390.0094,45655.16108,5772.20126,1123.325818,0,0.13483729,2298.370117,10.5525,0.7388
1/26/2017,965.25,970602,194173,0,448517.6577,116660.45,41786.88044,5341.015672,1050.678697,0,0.134658755,2296.679932,10.495,0.7419
1/27/2017,966,841537,168114,0,440851.9967,122500.4541,41634.8509,5837.522655,1110.328575,0,0.134130354,2294.689941,10.4925,0.7485
1/30/2017,953,1077062,217651,0.285714286,469917.0994,120048.2677,41995.73041,5638.466168,1026.103003,0,0.134470682,2280.899902,10.2275,0.7414
1/31/2017,950.5,459100,97752,0,450386.19,121775.24,43793.39,5568.06,1075.2,0,0.135242803,2278.870117,10.245,0.7494
2/1/2017,961,659762,117869,0.133333333,430620.5547,115333.9404,41754.14166,6699.419347,1111.172847,0,0.135097893,2279.550049,10.3675,0.7644
2/2/2017,965.5,1042808,241111,0,440629.589,119545.8746,45075.28567,6721.614107,1117.916155,0,0.135324639,2280.850098,10.3725,0.7691
2/3/2017,957.25,1106263,268276,0.117647059,447142.0655,113706.1957,42295.92157,6911.59808,1050.557372,0,0.135382048,2297.419922,10.27,0.7641
2/6/2017,963.75,705010,160495,0,452135.9605,120480.5165,43174.70317,7086.801036,1045.977552,0,0.134847495,2292.560059,10.36,0.7563
2/7/2017,963.5,534056,117832,0,452320.94,118871.3,43536.09,6794.53,1075.2,0,0.133905409,2293.080078,10.4275,0.7509
2/8/2017,967.5,1124028,241568,0,429852.3873,105320.9523,56795.8732,6557.012671,1080.002621,0,0.134282314,2294.669922,10.5875,0.7525
2/9/2017,966.5,875315,187485,0.125,458192.4437,100379.4621,59718.50089,6767.200602,1033.515053,0,0.134274539,2307.870117,10.505,0.7558
2/10/2017,966.5,356367,81639,0,436907.2328,105070.8881,57807.73412,6701.942786,1038.181543,0,0.134855042,2316.100098,10.59,0.7582
2/13/2017,966.75,244511,40660,0,466132.8221,107465.761,59426.39942,6879.184152,1082.358852,0,0.134936164,2328.25,10.5425,0.7661
2/14/2017,965.75,459057,91482,0,452305.41,105288.23,57134.68,6794.53,1075.2,0,0.134941326,2337.580078,10.45,0.7632
2/15/2017,972.75,991177,259443,0.0625,430107.6193,134565.4566,76629.83647,6561.214702,1045.061387,0,0.134950014,2349.25,10.6125,0.7571
2/16/2017,967.25,657803,131743,0,411839.1047,133827.093,70627.2192,6473.511049,1066.386736,0,0.135013652,2347.219971,10.4375,0.7501
2/17/2017,965.75,761912,153317,0,417714.0021,125898.7981,73850.06161,6590.845204,1078.223839,0,0.134708488,2351.159912,10.325,0.7348
2/21/2017,965.75,319131,65769,0,412402.42,128830,73495.9,6808.39,1061.34,0,0.134316868,2365.379883,10.2625,0.7352
2/22/2017,967.25,195970,28352,0,395680.7729,139615.7497,75370.73357,8854.999073,1040.265879,0,0.13415226,2362.820068,10.2275,0.7414
2/23/2017,965.75,56246,10563,0.055555556,403880.8291,131977.8443,78066.66006,8910.253608,1087.109305,0,0.134715317,2363.810059,10.137,0.7524
2/24/2017,966.5,510786,100654,0.03125,397907.2422,130397.3168,73030.14198,8344.597218,1089.224154,0,0.134792527,2367.340088,10.178,0.7588
2/27/2017,967.25,160141,30062,0,404299.6586,131342.9764,74611.02632,8910.453475,1052.291562,0,0.13397445,2369.75,10.176,0.7566
2/28/2017,975.75,82888,11039,0,403614.57,134127.38,75132.6,8662.18,1061.34,0,0.132937142,2363.639893,10.336,0.7614
3/1/2017,985.25,302549,44919,0,406469.3697,99410.69031,93495.10295,14861.5136,1015.700204,0,0.132703152,2395.959961,10.5175,0.7786
3/2/2017,979,175684,37270,0,403494.5865,98069.40859,92392.85659,13832.30751,1025.418649,0,0.132071533,2381.919922,10.3725,0.7678
3/3/2017,982.75,1130917,278109,0,410551.2326,99720.79238,94484.98734,14805.73568,1067.34786,0,0.132214833,2383.120117,10.375,0.7799
3/6/2017,983.75,361685,76408,0,398118.7424,95610.73894,96923.32244,15125.86557,1048.805395,0,0.13190034,2375.310059,10.3725,0.7911
3/7/2017,974.75,768373,157287,0.25,414767.09,99675.32,92662.29,14432.01,1061.34,0,0.131877308,2368.389893,10.2525,0.7803
3/8/2017,970,546486,105882,0.666666667,411537.8282,98691.65112,88615.70442,13999.19262,1098.221826,0,0.131137831,2362.97998,10.2175,0.7809
3/9/2017,971,235193,59995,0,406199.8657,96997.8213,88929.03496,13794.30666,1097.652833,0,0.130978992,2364.870117,10.11,0.7782
3/10/2017,966,42988,25793,0.090909091,408665.8082,101455.4876,96303.90636,14806.44704,1060.821786,0,0.131368065,2372.600098,10.065,0.7729
3/13/2017,971.25,318317,60700,0,423285.3151,101976.9608,93711.61442,14989.66823,1079.325297,0,0.131564524,2373.469971,10.06,0.7687
3/14/2017,970.5,162006,37082,0.333333333,417658.2,97538.68,91935.07,14404.76,1061.34,0,0.131267324,2365.449951,9.9925,0.7715
3/15/2017,969.25,611390,132889,0.05,406199.7404,102285.1363,90460.53087,14642.46997,1010.431318,0,0.132845689,2385.26001,9.98,0.7808
3/16/2017,972.5,423264,86423,0,399406.5013,108189.1931,98443.34982,14705.69592,1088.999593,0,0.132734333,2381.379883,10.015,0.7817
3/17/2017,972.5,256163,92247,0,391952.6618,108517.6961,97158.37884,14041.93024,1070.995013,0,0.132477591,2378.25,10,0.7836
3/20/2017,972.25,559760,119325,0,408924.1627,101194.9669,93900.09228,14349.21094,1093.527936,0,0.132501936,2373.469971,9.995,0.7733
3/21/2017,975.5,313402,65453,0,409009.11,103728.28,94203.84,14595.48,1061.34,0,0.132489944,2344.02002,10.015,0.7684
3/22/2017,976.5,89890,13100,0,440216.1111,103757.9127,82054.39606,3427.084365,0,0,0.132701462,2348.449951,9.9975,0.7734
3/23/2017,971.5,448482,122618,0,447651.1455,102330.5613,81262.21818,3318.865769,0,0,0.132450675,2345.959961,9.91,0.7727
3/24/2017,968,286263,59075,0.128205128,437863.2353,100316.6603,82070.665,3362.213783,0,0,0.132240694,2343.97998,9.7575,0.7747
3/27/2017,966.5,108475,21319,0.058823529,431783.1678,99304.92813,79630.51913,3253.168201,0,0,0.132268486,2341.590088,9.715,0.7694
3/28/2017,962.75,676408,159482,0.137931034,440877.64,98900.07,79496.59,3323.75,0,0,0.132191326,2358.570068,9.72,0.7688
3/29/2017,959.75,267798,54977,0.307692308,464891.4795,132141.5246,35927.6747,1148.146344,0,0,0.132703868,2361.129883,9.69,0.7614
3/30/2017,956.5,390861,84236,0.125,475514.618,125740.1346,37267.59669,1088.695421,0,0,0.132531187,2368.060059,9.63,0.7623
3/31/2017,955,447983,97595,0.090909091,470481.0298,129928.3456,35577.12174,1076.604444,0,0,0.132822818,2362.719971,9.46,0.7733
4/3/2017,954.75,626348,152386,0.095238095,466285.5242,132951.3632,35660.57669,1124.738552,0,0,0.132245129,2358.840088,9.3825,0.7547
4/4/2017,954.5,136232,38472,0,457410.12,127123.46,36965.7,1098.77,0,0,0.132072926,2360.159912,9.3775,0.7485
4/5/2017,960,67325,13159,0.090909091,513220.3283,96910.46168,12394.63234,2144.221016,0,0,0.131755433,2352.949951,9.4425,0.7487
4/6/2017,954.25,144125,33767,0.066666667,486453.3488,102843.8614,12596.81629,2099.886086,0,0,0.131915453,2357.48999,9.415,0.7451
4/7/2017,957.25,0,15195,0.1,489180.2616,96760.60434,12986.76842,2103.794326,0,0,0.13198888,2355.540039,9.42,0.7346
4/10/2017,957.5,240826,47031,0,494451.866,99576.58322,12451.93858,2231.065054,0,0,0.132685244,2357.159912,9.4175,0.7515
4/11/2017,952,320186,99703,0.083333333,506649.16,100789.8,12960.09,2199.02,0,0,0.132713322,2353.780029,9.3925,0.7501
4/12/2017,957,419013,79658,0,521284.4321,94945.54792,13393.67459,2305.685749,0,0,0.133357549,2344.929932,9.4775,0.7473
4/13/2017,961.5,439881,96496,0.035714286,515803.5494,101131.9801,12634.09487,2193.04648,0,0,0.132684963,2328.949951,9.555,0.7562
4/17/2017,960.25,436430,106402,0,514262.4342,102501.75,12449.83232,2116.100645,0,0,0.132840097,2349.01001,9.5325,0.7703
4/18/2017,956.75,384159,89537,0.05,509539.8,97899.16,12960.09,2199.02,0,0,0.132301598,2342.189941,9.46,0.7682
4/19/2017,956.75,252289,54488,0,542776.0242,84120.87233,6624.085179,0,0,0,0.131316132,2338.169922,9.5025,0.7767
4/20/2017,952.25,220190,47604,0,526694.4681,86640.50834,6596.080493,0,0,0,0.131457597,2355.840088,9.4675,0.8007
4/21/2017,957.5,290714,75978,0,548689.5987,89407.60855,6591.067014,0,0,0,0.131198111,2348.689941,9.51,0.7899
4/24/2017,961.5,319698,65447,0.285714286,506454.3297,89224.80777,6599.297618,0,0,0,0.131210383,2374.149902,9.6125,0.8009
4/25/2017,957,276742,63801,0.235294118,527723.58,87954.43,6920.03,0,0,0,0.130595088,2388.610107,9.566,0.8044
4/26/2017,955.25,482568,110053,0.1,584367.6107,13056.32707,561.5199823,0,0,0,0.130199309,2387.449951,9.5005,0.8017
4/27/2017,955.5,651292,150479,0.075,590501.9221,13305.68553,566.0641757,0,0,0,0.130036792,2388.77002,9.5265,0.785
4/28/2017,954.75,201124,53260,0.558139535,593270.4153,13944.90444,590.75667,0,0,0,0.129889459,2384.199951,9.5405,0.7914
5/1/2017,963.5,73550,15244,0,607526.0494,13109.28499,591.2026359,0,0,0,0.129650172,2388.330078,9.7025,0.7895
5/2/2017,963.75,210453,47067,0.125,608696.9,13311.98,589.17,0,0,0,0.129445958,2391.169922,9.6875,0.7937
5/3/2017,968.75,234451,54701,0.064516129,557457.2151,56337.23093,604.322862,0,0,0,0.129265276,2388.129883,9.7525,0.7877
5/4/2017,963.25,436953,111694,0,552099.1946,54051.02555,562.1684923,0,0,0,0.129079426,2389.52002,9.7425,0.7891
5/5/2017,963.5,570926,119160,0,570336.523,52929.00423,568.9468781,0,0,0,0.129874859,2399.290039,9.73,0.7777
5/8/2017,960.25,469506,122742,0,587510.5079,52569.24321,597.33144,0,0,0,0.129530474,2399.379883,9.6475,0.7719
5/9/2017,966.5,97331,19881,0,567849.36,54159.53,589.17,0,0,0,0.129275603,2396.919922,9.74,0.7743
5/10/2017,966.25,659674,186530,0,589382.7503,56167.71248,185.5879724,0,0,0,0.129840687,2399.629883,9.7025,0.7649
5/11/2017,964,453597,140875,0,565315.391,60348.35332,190.0614707,0,0,0,0.129525809,2394.439941,9.6625,0.7918
5/12/2017,959.75,690372,170309,0,555639.0744,58422.69638,182.7071025,0,0,0,0.12944605,2390.899902,9.63,0.8218
5/15/2017,962,55356,11326,0.052631579,557087.1816,57036.80986,182.7222923,0,0,0,0.130109006,2402.320068,9.6525,0.8532
5/16/2017,968.75,436968,108190,0,564580.24,57828.93,188.9,0,0,0,0.13034706,2400.669922,9.7625,0.8132
5/17/2017,968.25,69370,13549,0,561480.4278,66806.7041,10089.79181,0,0,0,0.130337936,2357.030029,9.7575,0.8017
5/18/2017,952.5,326985,91830,0,553032.8131,70514.12907,9637.158378,0,0,0,0.130089496,2365.719971,9.4475,0.7924
5/19/2017,956.25,201046,40612,0,556742.9433,65574.69906,9323.132869,0,0,0,0.13094648,2381.72998,9.53,0.7945
5/22/2017,958,67115,34502,0,565976.0257,67330.56283,9642.894661,0,0,0,0.131017665,2394.02002,9.565,0.7839
5/23/2017,955.5,391964,87056,0,545169.7,67703.85,9724.5,0,0,0,0.130903495,2398.419922,9.4825,0.7722
5/24/2017,956.25,168589,36158,0,459599.5225,102533.7354,34001.33188,0,0,0,0.131814036,2404.389893,9.4825,0.7754
5/25/2017,943.5,178907,47981,0,501382.229,110462.8191,33350.31432,0,0,0,0.131206399,2415.070068,9.395,0.7716
5/26/2017,937.75,273700,57458,0,489750.9314,107631.9731,31252.00085,0,0,0,0.131569747,2415.820068,9.265,0.7709
5/30/2017,936.25,255775,78473,0.1,482036.05,107764.29,32797.72,0,0,0,0.131438706,2412.909912,9.1275,0.7726
5/31/2017,938.25,928518,341536,0,470445.8525,58902.72624,89761.46761,18570.66189,0,0,0.131198517,2411.800049,9.16,0.7698
6/1/2017,938.25,423196,103140,0,438794.8963,59181.25981,89244.24075,17803.85826,0,0,0.131067108,2430.060059,9.1225,0.7763
6/2/2017,934.5,244894,132358,0.05,473082.3239,58117.23695,90033.5566,17892.05454,0,0,0.131345048,2439.070068,9.2125,0.7669
6/5/2017,944.25,602356,145922,0.222222222,475825.033,61714.09408,90301.17938,17827.83937,0,0,0.131396802,2436.100098,9.22,0.7631
6/6/2017,947,736268,314440,0.222222222,453594.68,60024.96,90636.05,18342.37,0,0,0.131579972,2429.330078,9.235,0.7602
6/7/2017,949.5,380417,83139,0,364423.0576,139020.526,76722.74186,30009.89202,0,0,0.131127543,2433.139893,9.3075,0.7579
6/8/2017,953.25,0,0,0,350841.6658,147485.6912,82156.62652,29691.31639,0,0,0.131142454,2433.790039,9.38,0.7655
6/9/2017,958.5,506820,132785,0,357061.1944,138263.0733,82019.96842,29073.32621,0,0,0.131442244,2431.77002,9.415,0.7569
6/12/2017,949.5,430663,102790,0,371647.9588,148228.7419,82903.48355,28993.23473,0,0,0.13267924,2429.389893,9.3125,0.7513
6/13/2017,952.25,680291,180165,0,368495.31,145275.7,79603.24,29223.81,0,0,0.133404509,2440.350098,9.325,0.7448
6/14/2017,955.75,372848,81877,0,410583.201,123065.6596,51673.21671,36927.60252,7329.636877,0,0.133407195,2437.919922,9.3175,0.735
6/15/2017,955.75,866378,236246,0,412333.3921,117237.6379,52467.3341,37677.8654,6873.625747,0,0.133165441,2432.459961,9.3475,0.7191
6/16/2017,963.25,675605,165054,0,389813.9766,118561.4635,53200.8357,37340.8217,7389.735393,0,0.133656708,2433.149902,9.39,0.7188
6/19/2017,963,457747,126627,0,424219.4202,119662.3202,55039.65677,36444.75776,6778.120505,0,0.133588628,2453.459961,9.3775,0.7139
6/20/2017,956.75,381696,106159,0,408166.9,117692.49,52879.67,36797.11,7061.88,0,0.133103116,2437.030029,9.2775,0.7135
6/21/2017,946.75,773522,159452,0,380038.7643,150872.1844,44495.00325,39721.51957,19223.98943,0,0.132503981,2435.610107,9.1875,0.7089
6/22/2017,936.25,997171,248218,0,358407.077,149796.6749,41690.77616,36717.02062,19411.95423,0,0.133370783,2434.5,9.04,0.7114
6/23/2017,935.5,349420,80468,0.076923077,354451.1973,148388.91,42964.3752,37391.39112,19701.58308,0,0.133076694,2438.300049,9.045,0.7265
6/26/2017,937.5,623893,171433,0,374054.9973,145829.5221,41184.29928,37236.02102,19719.93516,0,0.133310963,2439.070068,9.0675,0.7368
6/27/2017,938.5,713958,237096,0,369212.09,152873.59,43165.27,38019.21,19327.89,0,0.133727916,2419.379883,9.122,0.735
6/28/2017,941,498026,127489,0,375886.8687,142271.5994,49598.01228,36354.10722,23768.63277,0,0.135212723,2440.689941,9.16,0.7243
6/29/2017,946,948336,224361,0,378533.0073,133781.8517,50376.01449,35516.02541,24697.44908,0,0.13552658,2419.699951,9.1865,0.7103
6/30/2017,966.75,606306,146187,0.029411765,371712.1356,140257.6084,51314.85616,34250.40104,25144.99369,0,0.135885131,2423.409912,9.4605,0.7135
7/3/2017,982.25,859662,202643,0,377867.8247,134791.5967,50208.57225,35638.93274,23413.37831,0,0.135443048,2429.01001,9.7,0.6884
7/5/2017,988.75,609046,129404,0,372769.8135,123470.8372,63641.05514,38961.84636,33140.08823,0,0.135903784,2432.540039,9.8175,0.6901
7/6/2017,988.75,429922,112439,0,367891.4627,121108.5742,64939.98351,37242.12754,34720.66459,0,0.135709253,2409.75,9.8575,0.6947
7/7/2017,990.75,711462,160641,0.133333333,377925.8219,114024.4588,62486.4341,37987.06111,34903.23382,0,0.136668062,2425.179932,10.01,0.6975
7/10/2017,999.25,503468,210435,0.25,382736.8881,119933.0268,60873.73545,38901.14641,34941.63296,0,0.136555033,2427.429932,10.2475,0.6772
7/11/2017,1007.75,457271,134400,0.111111111,368805.81,119655.74,63196.83,37312.61,33627.04,0,0.136341287,2425.530029,10.2925,0.6815
7/12/2017,1011.75,1099254,274694,0.25,328137.6755,146183.2239,68842.72187,46381.25951,32399.61864,4459.746631,0.137951629,2443.25,10.2075,0.6813
7/13/2017,984.5,265055,52467,0,317752.7084,152311.3679,70513.66993,44368.52037,31733.67694,4512.546847,0.138221711,2447.830078,9.755,0.6654
7/14/2017,998.25,671079,133366,0,318605.3719,151618.1399,69636.52361,46119.42886,32523.85219,4376.18195,0.13903118,2459.27002,9.89,0.6718
7/17/2017,993.5,240546,43515,0,329621.1996,147015.6323,69890.92422,46286.33164,33367.61715,4333.382516,0.138504996,2459.139893,9.85,0.6857
7/18/2017,993,418662,98572,0,317969.19,150275.92,71616.81,45640.53,32604.83,4490.77,0.13923648,2460.610107,9.895,0.6886
7/19/2017,1002.25,375873,100533,0.05,296560.399,152869.9968,82074.48053,48786.48199,39627.34577,5125.287281,0.139443507,2473.830078,9.9975,0.6876
7/20/2017,1014,267034,63733,0,311147.3917,151737.9537,87687.06218,49550.98293,37630.36041,5303.323356,0.139606061,2473.449951,10.1325,0.6955
7/21/2017,1014,330315,77174,0,305112.2729,155581.477,82890.35468,46964.31894,37369.29041,5464.688668,0.140062975,2472.540039,10.09,0.6914
7/24/2017,1004.75,734214,192667,0,309001.6395,149649.1065,83619.74159,47593.74838,39097.19951,5163.267611,0.140379107,2469.909912,9.975,0.69
7/25/2017,992.75,1217931,296851,0,296451.66,149557.31,85565.31,47268.83,38367.48,5387.45,0.140355178,2477.129883,9.815,0.6955
7/26/2017,992.75,980979,264726,0,296480.1418,123651.2933,95627.45095,51968.48706,35724.08304,5503.018156,0.141015331,2477.830078,9.8975,0.6902
7/27/2017,997.5,621911,159134,0.0625,301721.0849,116852.8953,94920.31743,54541.26886,37444.61869,5529.498902,0.13994847,2475.419922,9.9685,0.705
7/28/2017,1000.75,649068,148613,0,308707.2824,116812.8267,102071.9365,51262.09482,36173.50963,5230.212191,0.141148183,2472.100098,10.039,0.7022
7/31/2017,996.75,380475,99161,0,314375.7486,118301.8004,94791.1154,54721.0781,35928.27609,5284.506471,0.140729484,2470.300049,9.985,0.705
8/1/2017,974.75,327242,74081,0,307903.4,121894.62,98685.47,52795.28,35931.84,5387.45,0.140185974,2476.350098,9.6425,0.7117
8/2/2017,986,268746,61161,0,313049.7244,115806.4273,88292.81982,56853.14631,28228.46697,5388.219322,0.139905638,2477.570068,9.7075,0.7175
8/3/2017,977.75,642128,160699,0,334136.3975,117775.8009,85926.04946,57445.79038,30230.19327,5380.893693,0.139713501,2472.159912,9.54,0.7155
8/4/2017,973.25,610714,272200,0,335829.7634,112699.0819,82772.59435,59130.13433,29186.91258,5337.676804,0.139034961,2476.830078,9.5225,0.7099
8/7/2017,981.75,1215854,280168,0,335304.139,120062.5151,84280.37542,57520.4416,28498.41589,5160.006447,0.138767085,2480.909912,9.64,0.7122
8/8/2017,981.5,380389,125388,0.142857143,327584.73,117772.05,85235.96,57453.84,29164.03,5387.45,0.138929352,2474.919922,9.67,0.7191
8/9/2017,980.25,513370,167400,0,330199.5029,111368.189,88345.57361,54032.49924,34110.70755,3631.6234,0.138639282,2474.02002,9.66,0.7182
8/10/2017,962.5,395967,165839,0,315021.6214,112248.1413,87020.80103,53792.13047,32227.83481,3429.638815,0.138242414,2438.209961,9.34,0.6926
8/11/2017,969,351655,141123,0,313736.9534,121210.6803,83451.91546,54099.39226,32895.87865,3524.093163,0.138779626,2441.320068,9.3825,0.6924
8/14/2017,963.25,651234,153280,0,341177.4312,114095.8047,89423.5962,53772.82622,33271.83923,3589.254346,0.138442207,2465.840088,9.3275,0.685
8/15/2017,952,360299,119859,0,328490.32,117135.28,86132.91,53979.79,33255.75,3604.01,0.138093438,2464.610107,9.2175,0.6768
8/16/2017,954.25,800777,224613,0,338053.4777,130542.2652,74542.95125,52329.21274,22543.10896,261.6502086,0.139445126,2468.110107,9.2175,0.6755
8/17/2017,958.75,1268573,325796,0,340280.2373,126885.8844,75395.79067,51565.85809,23119.87311,275.90962,0.138835164,2430.01001,9.3025,0.6745
8/18/2017,958.5,572160,150688,0.133333333,329919.0593,130705.6991,76014.86939,52230.89046,21081.57723,263.6576026,0.139771895,2425.550049,9.375,0.6779
8/21/2017,962,249452,57633,0.052631579,344091.5861,132299.889,77755.59688,52891.00357,22545.45694,276.8135934,0.14003077,2428.370117,9.325,0.6871
8/22/2017,965,447410,100399,0.08,346019.13,126136.41,74093.37,53905.12,22169.11,274.91,0.140027273,2452.51001,9.3375,0.6888
8/23/2017,966.75,759041,177160,0,366991.3495,119160.8409,69054.00243,52752.40124,21877.16631,268.5358792,0.140108923,2444.040039,9.35,0.696
8/24/2017,973.75,660254,184760,0,355892.2507,114216.1448,72605.36532,54174.55736,20942.83022,279.9208652,0.140462914,2438.969971,9.4125,0.7017
8/25/2017,971.75,808116,188244,0,357021.7329,117120.5618,68660.54696,54211.51973,21832.66883,275.8166601,0.140840281,2443.050049,9.39,0.6861
8/28/2017,970,0,83684,0.2,355600.5976,113953.4387,72606.52161,51336.28322,21363.59592,288.4816022,0.140628173,2444.23999,9.3645,0.7033
8/29/2017,966.75,224012,74940,0,357729.31,118494.06,71842.65,52807.61,21449.5,274.91,0.140622694,2446.300049,9.3335,0.7056
8/30/2017,965.75,522895,109207,0,369340.8913,101936.001,65644.8122,52137.9765,21220.26675,269.8487367,0.139552786,2457.590088,9.2915,0.7147
8/31/2017,977.5,224596,80933,0,364736.1782,108496.2166,70653.98981,52797.5942,20249.97194,275.3852317,0.140942136,2471.649902,9.4345,0.7148
9/1/2017,982,578815,136858,0,381959.7333,102958.681,69581.43245,50851.84766,19841.50319,275.6431897,0.141868782,2476.550049,9.495,0.7255
9/5/2017,995.75,433387,133246,0,372458.3,107248.21,68790.96,53486.95,20338.84,274.8,0.142165915,2457.850098,9.685,0.7526
9/6/2017,997.25,517934,113725,0,288798.576,171381.256,92136.75303,53209.74394,20668.67796,288.0269082,0.1437136,2465.540039,9.71,0.7526
9/7/2017,996.5,500509,140386,0,298777.7678,175279.3666,96779.57353,55447.60952,19541.60507,269.9783563,0.144957647,2465.100098,9.6875,0.7503
9/8/2017,990,594164,144067,0,290157.1455,164346.664,97449.95051,55452.03449,21168.27109,283.0175277,0.144549476,2461.429932,9.62,0.7559
9/11/2017,989.25,215850,55884,0,284203.9521,172352.5467,96445.32905,54208.27087,20990.60257,287.788382,0.144912566,2488.110107,9.6,0.7371
9/12/2017,983.5,356799,77466,0.055555556,285178.26,167256.06,93866.42,55583.04,20439.48,274.8,0.144107639,2496.47998,9.505,0.7071
